N,MB,min,avgMin,avg,avgMax,max
655,49704.0,2.0,150.1,220.2,240.9,247.5
656,49780.0,90.0,90.0,236.6,244.9,247.3
657,49856.0,2.0,125.4,205.0,240.3,245.9
658,49932.0,91.0,91.0,228.0,235.3,238.0
659,50008.0,88.5,153.6,226.6,235.5,237.5
660,50084.0,2.0,134.5,216.6,239.3,246.7
661,50160.0,30.9,98.5,221.9,240.1,248.0
662,50236.0,2.0,113.6,216.9,240.1,248.7
663,50312.0,2.0,123.5,217.0,235.0,246.8
664,50388.0,87.9,149.7,215.9,227.3,234.4
665,50464.0,90.4,129.2,218.8,227.7,247.1
666,50540.0,92.4,92.4,224.0,238.4,248.9
667,50616.0,89.1,89.1,235.8,244.1,249.9
668,50692.0,2.0,132.6,216.8,237.5,249.4
669,50768.0,87.8,126.8,219.7,230.2,235.0
670,50844.0,1.9,110.4,206.3,229.1,234.6
671,50920.0,94.6,201.9,222.0,241.9,247.3
672,50996.0,90.2,90.2,234.4,242.3,247.4
673,51072.0,2.0,119.4,216.7,232.4,248.9
674,51148.0,87.4,155.4,155.4,155.4,238.0
