N,MB,min,avgMin,avg,avgMax,max
199,15048.0,112.6,126.6,135.5,141.4,148.1
200,15124.0,49.7,69.0,112.7,143.0,154.1
201,15200.0,38.5,58.4,89.6,126.1,148.5
202,15276.0,50.9,66.6,98.7,136.6,149.2
203,15352.0,62.9,113.1,132.2,155.3,170.7
204,15428.0,69.5,95.7,106.6,121.0,149.6
205,15504.0,39.2,55.5,85.9,135.7,177.1
206,15580.0,56.8,101.9,132.6,148.8,168.7
207,15656.0,66.6,81.7,126.7,145.5,177.2
208,15732.0,73.7,119.4,139.7,149.3,163.0
209,15808.0,58.3,89.8,128.4,146.1,165.2
210,15884.0,84.8,110.7,132.2,145.0,172.5
211,15960.0,60.3,93.1,132.8,159.0,182.5
212,16036.0,6.5,47.8,107.8,136.3,164.5
213,16112.0,43.0,76.8,102.8,127.2,163.7
214,16188.0,62.8,79.4,119.9,141.3,177.1
215,16264.0,56.4,93.9,127.6,150.0,178.1
216,16340.0,47.3,73.1,100.5,145.2,184.2
217,16416.0,33.1,64.1,110.0,147.1,173.8
218,16492.0,62.5,89.1,119.0,136.6,150.9
219,16568.0,101.8,121.3,135.1,143.4,155.4
220,16644.0,68.3,82.5,117.2,133.7,159.1
221,16720.0,59.2,92.4,124.1,145.4,163.1
222,16796.0,69.4,108.7,137.0,151.7,170.4
223,16872.0,67.3,107.2,137.9,148.4,162.7
224,16948.0,118.9,133.8,142.2,150.6,161.6
225,17024.0,60.4,86.6,113.0,145.9,165.3
226,17100.0,115.7,118.3,140.4,149.4,157.8
227,17176.0,66.3,75.9,117.4,135.7,162.1
228,17252.0,70.0,97.0,114.7,129.4,146.8
229,17328.0,68.5,90.2,115.0,132.2,156.8
230,17404.0,64.3,92.5,132.4,147.6,198.3
231,17480.0,61.3,108.0,134.5,163.8,182.1
232,17556.0,63.9,105.5,131.6,151.9,180.1
233,17632.0,65.2,117.2,139.7,161.8,179.5
234,17708.0,63.7,79.4,116.6,140.2,163.9
235,17784.0,61.7,121.0,138.5,157.9,181.1
236,17860.0,65.4,103.2,119.1,144.5,162.5
237,17936.0,59.9,93.5,112.2,139.4,176.6
238,18012.0,63.9,84.3,127.5,148.1,168.8
239,18088.0,46.0,49.3,103.2,145.6,177.7
240,18164.0,66.1,80.4,118.5,140.2,170.4
241,18240.0,62.8,95.3,131.3,147.4,166.2
242,18316.0,68.5,106.3,134.6,148.2,161.4
243,18392.0,75.1,120.5,138.6,148.3,173.1
244,18468.0,65.3,94.5,132.1,147.3,157.4
245,18544.0,57.7,100.8,133.4,147.6,157.7
246,18620.0,77.4,116.5,138.9,147.8,159.5
247,18696.0,63.6,73.5,118.1,142.1,159.6
248,18772.0,73.6,115.2,136.2,146.7,156.1
249,18848.0,69.9,102.4,138.3,150.6,167.6
250,18924.0,42.2,106.0,130.1,152.5,171.5
251,19000.0,75.5,115.2,140.3,157.5,166.2
252,19076.0,69.5,113.2,135.3,158.0,173.7
253,19152.0,61.5,100.1,131.1,146.2,174.2
254,19228.0,42.4,54.8,94.9,144.1,169.9
255,19304.0,77.4,126.0,142.1,150.8,160.1
256,19380.0,51.8,86.7,131.3,148.2,165.5
257,19456.0,64.1,98.0,121.6,147.5,157.3
258,19532.0,69.7,118.8,137.3,151.3,163.8
259,19608.0,63.7,104.4,134.9,151.0,177.3
260,19684.0,64.5,85.8,133.2,149.6,181.1
261,19760.0,69.8,89.0,130.4,150.4,182.8
262,19836.0,63.2,106.3,135.3,149.0,170.5
263,19912.0,80.1,131.2,144.3,156.9,168.0
264,19988.0,60.8,82.8,120.5,145.4,159.7
265,20064.0,65.1,97.0,127.8,144.5,158.1
266,20140.0,33.1,67.3,112.2,146.1,159.9
267,20216.0,54.8,73.0,110.0,144.5,161.4
268,20292.0,28.1,62.2,107.7,136.6,154.6
269,20368.0,58.5,106.4,131.6,151.2,167.7
270,20444.0,56.3,86.8,124.6,145.5,159.6
271,20520.0,69.8,104.7,125.8,144.3,160.9
272,20596.0,63.8,78.7,125.7,141.4,160.3
273,20672.0,59.2,81.0,121.3,142.3,161.6
274,20748.0,51.8,77.8,107.2,139.0,159.7
275,20824.0,47.8,102.6,130.5,148.1,169.6
276,20900.0,31.8,52.8,85.5,121.8,149.5
277,20976.0,51.9,78.3,110.3,143.6,160.7
278,21052.0,63.2,78.9,107.1,129.1,143.4
279,21128.0,64.4,80.4,118.4,141.1,170.1
280,21204.0,55.4,78.0,118.1,138.2,167.5
281,21280.0,57.8,97.2,123.0,147.9,168.6
282,21356.0,60.1,72.6,122.3,145.6,166.2
283,21432.0,56.5,91.3,129.6,147.6,172.4
284,21508.0,50.8,76.4,96.2,119.1,128.2
285,21584.0,59.1,78.1,106.4,135.2,150.1
286,21660.0,64.1,92.7,120.9,144.5,166.7
287,21736.0,44.7,60.9,108.0,132.0,164.1
288,21812.0,53.3,78.3,109.9,140.8,168.7
289,21888.0,65.5,85.6,122.6,147.2,169.4
290,21964.0,60.6,86.7,114.4,145.9,173.7
291,22040.0,63.9,89.7,121.7,149.9,165.4
292,22116.0,57.7,76.5,117.2,135.7,167.3
293,22192.0,84.0,117.4,137.1,151.9,173.2
294,22268.0,53.9,77.3,120.4,144.2,161.6
295,22344.0,66.6,120.7,139.7,152.3,172.3
296,22420.0,71.9,93.5,118.9,144.8,156.2
297,22496.0,60.8,104.4,134.4,146.5,161.5
298,22572.0,67.1,87.7,126.0,147.0,165.4
299,22648.0,68.3,109.1,132.6,148.9,169.3
300,22724.0,61.4,91.2,117.2,136.6,167.9
